Slank;Formal
jugaa;juga
jugak;juga
jumblah;jumlah
jwaban;jawaban
jwabany;jawabannya
jyk;kayak
k;ke
ka;kak
ka2;kakak
kab;kabupaten
kabuka;ke buka
kacaaauu;kacau
kacauuuu;kacau
kacaww;kacau
kacrut;sialan
kadaluarsa;kadaluwarsa
kadang2;terkadang
kadangâ;terkadang
kadg2;kadang-kadang
kaga;tidak
kagak;tidak
kagak2;tidak-tidak
kagi;lagi
kalao;kalau
kaleee;kali
kalih;kasih
kalii;kali
kalikali;kali-kali
kalikan;kali
kalitetap;kali tetap
kalo;kalau
kalok;kalau
kami/semua;kami atau semua
kanâ;kan
kancar;lancar
kantoe;kantor
kantor/rumah;kantor atau rumah
kantro;kantor
kapanpun;kapan pun
karba;karena
karna;karena
karnakan;karenakan
kartu-sementara;kartu sementara
kartu/no;kartu atau nomor
karyawany;karyawannya
karyawanya;karyawannya
kasi;kasih
kasian;kasihan
kasih1;kasih satu
kasihðÿ;kasih
kasihh;kasih
katasandi;kata sandi
kawak;lawak
kawan2;kawan-kawan
kawanâ;kawan
kaya;kayak
kayaa;kayak
kaye;kayak
kayk;kayak
kbnyakan;kebanyakan
kbnykan;kebanyakan
kbr;kabar
kbs;kbps
kc;kantor cabang
kcil;kecil
kdang;terkadang
kdang2;kadang-kadang
kdg2;kadang-kadang
keamananny;keamanannya
keamananya;keamanannya
keatas;ke atas
kebaca;terbaca
kebank;ke bank
kebawa;terbawa
kebekasi;ke bekasi
kebelakang;ke belakang
kebeloki;ke blokir
kebih;lebih
keblok;ke blokir
keblokir;terblokir
kebnaykan;kebanyakan
kebnyakan;kebanyakan
kebuang;ke buang
kebuka;terbuka
kebuka2;terbuka-buka
kebukaakses;terbuka akses
kebukaðÿ;terbuka
kecabang;ke cabang
kecewaa;kecewa
kecewaaa;kecewa
kecewaaaaa;kecewa
kecil2x;kecil-kecil
kecill;kecil
kecs;ke customer service
kecwa;kecewa
kedalamnya;ke dalamnya
kedebet;ke debit
kedepan;ke depan
kedepannya;selanjutnya
kedetect;terdeteksi
kedipâ;kedip
kedownload;ke download
keecewa;kecewa
kehalanan;kehalaman
kehambat;ke hambat
keisi;terisi
kejalur;ke jalur
kejar2;kejar-kejar
kejaringan;ke jaringan
kek;kayak
kekantor;ke kantor
kekantornya;ke kantornya
kekgini;seperti ini
kekirim;terkirim
kekunci;terkunci
kekurang;berkurang
kekurangannys;kekurangannya
kel/kecamatan;kelurahan atau kecamatan
kelar2;kelar-kelar
kelarr;selesai
kelasðÿ;kelas
kelemotan;kelamaan
keliatannya;kelihatannya
kelontongan;kelontong
keluahan;keluhan
keluar'an;keluar-keluaran
keluar2;keluar-keluar
keluarâ;keluar
keluarin;keluarkan
keluhan2;keluhan
keluhanya;keluhannya
kelur;keluar
kemakan;termakan
kemana;ke mana
kemana2;ke mana-mana
kemanaan;ke mana
kemanahaa;ke mana
kemanan;keamanan
kemaren;kemarin
kemaren2;kemarin-kemarin
kemarenya;kemarin
kembaliðÿ;kembali
kembalikam;kembalikan
kembangkn;kembangkan
kemna;ke mana
kenaapaa;kenapa
kenak;kena
kenap;kenapa
kenapaa;kenapa
kenapasih;kenapa sih
kenceng;kencang
kendal;kendala
kendla;kendala
kenpa;kenapa
kenthang;kentang
kenyataanya;kenyataannya
kepadaaaaaa;kepada
kepake;terpakai
kependudukan/nik;kependudukan atau nik
kepengen;ingin
kepotong;terpotong
kerasa;terasa
kerasðÿ;keras
kereen;keren
kerekening;ke rekening
keren2;keren-keren
kerennn;keren
kerennnn;keren
kerennnnâ;keren
kerjaan;pekerjaan
kerjaanya;kerjanya
kerjany;kerjanya
kerjasama;kerja sama
kesabarn;kesabaran
kesedot;tersedot
kesell;kesel
keselll;kesel
keserigan;sering
kesiapa;ke siapa
kesinii;kesini
kesininya;kesini
kesseeeeellll;kesel
ket;keterangan
ketahapan;ke tahap
ketarik;tertarik
ketauan;ketahuan
ketelen;tertelan
keteranganya;keterangannya
keterima;diterima
ketka;ketika
ketmnya;ketemunya
ketolong;tertolong
ketulungan;tertolong
keulang;ke ulang
kg;tidak
kga;tidak
kgag;tidak
kgak;tidak
kgk;tidak
khk;tidak
ki;ini
kintil;kontol
kira2;kira-kira
kiraâ;kira
kirain;terkira
kk;kakak
kl;kalau
klanjutan;kelanjutan
klau;kalau
kli;kali
kliatan;kelihatan
klo;kalau
kloâ;kalau
klr;keluar
klu;kalau
kluar;keluar
kluar'an;keluar-keluaran
kluar/eror;keluar atau error
kluar2;keluar-keluar
kluaran;keluaran
kluarga;keluarga
kluarkan;keluarkan
klw;kalau
kmaren;kemarin
kmbli;kembali
kmn;ke mana
kmna;ke mana
kmrn;kemarin
kn;kan
kna;kenapa
knapa;kenapa
kndala;kendala
knowlagenya;knowledgenya
knp;kenapa
knpa;kenapa
knpsi;kenapa sih
knren;kemarin
kntor;kantor
ko;kok
kocakwkwk;kocak hahaha
kog;kok
komenanya;komentarnya
kompatible;kompatibel
kompen;komplain
komplainan;komplain
komplainlagi;komplain lagi
komplaint;komplain
komplen;komplain
komplin;komplain
komplit;lengkap
kon;kontol
konek;hubung
konektifitas;konektivitas
kontolll;kontol
kontolllllll;kontol
kopet;pelit
koplak;bodoh
koplen;komplain
koq;kok
koreng;kurang
kosongin;kosongkan
kota2;kota-kota
kouta;kuota
kox;kok
kozonk;kosong
kpn;kapan
krena;karena
krm;kirim
krn;karena
krna;karena
ksana;kesana
ksh;kasih
ksih;kasih
ksini;kesini
ksnh;kesini
ksni;kesini
ksterbelakang;terbelakang
ktm;bertemu
ktny;katanya
ktnya;katanya
ktpx;ktp
ku;aku
kualitasi;kualitas
kuata;kuota
kudu;harus
kukasih;aku kasih
kukira;aku kira
kumahoo;bagaimana
kumasukkin;aku masukkan
kumat2an;kumat kumatan
kumplit;lengkap
kura;kura-kura
kurangi;kurang
kureset;aku reset
kusssuuuttt;kusut
kutebak;aku tebak
kutemui;aku temukan
ky;kayak
kya;kayak
kyaknya;kayaknya
kyk;kayak
kyota;kuota
la;lah
laa;lah
laaammmaaa;lama
laagi;lagi
laah;lah
laen;lain
lag/ngebug;lambat atau error
lagi2;lagi-lagi
lagiðÿ;lagi
lagii;lagi
lagiii;lagi
lahh;lah
lahhh;lah
lahiran;melahirkan
lain-nya;lainnya
lain'a;lain-lainnya
lain2nya;lain-lainnya
"lain2nyaðÿ
lain2nyaÃ°ÂŸÂ˜Â€
lain2nyaÃ°Ã¿;lain-lainnya"
lainlemot;lain lambat
lainya;lainnya
lajut;lanjut
lakuin;lakukan
lalod;lambat loading
lalot;lambat loading
lam;lama
lama2;lama-lama
lamaa;lama
lamaâ;lama
lamaaa;lama
lamaaaa;lama
lamaaaaa;lama
lamaaaaaaaa;lama
lamaðÿ;lama
laman;halaman
lambat/lag;lambat atau lama
lan;kan
lancar2;lancar-lancar
lancarâ;lancar
lancarr;lancar
lancarudh;lancar sudah
langsu;langsung
lanjay;lancar
lanjuti;lanjutkan
lansung;langsung
lap;gelap
layan;layanan
lbh;lebih
lbih;lebih
leemooooot;lambat
leg;lambat
lehalo;halo
leled;lambat
lelet;lambat
leletnya;lambatnya
lemmot;lambat
lemod;lambat
lemodddd;lambat
lemooodd;lambat
lemooooooooot;lambat
lemoooooooot;lambat
lemoooooooottttt;lambat
lemoooooooottttttttttttt;lambat
lemoooooottt;lambat
lemooooootttt;lambat
lemooooot;lambat
lemoooot;lambat
lemooootnya;lambatnya
lemoooottt;lambat
lemooot;lambat
lemoootttt;lambat
lemooottttt;lambat
lemoot;lambat
lemoottt;lambat
lemootttt;lambat
lemoottttttttttt;lambat
lemot;lambat
lemot/gabisa;lambat atau tidak bisa
lemotðÿ;lambat
lemote;lambat
lemotnya;lambatnya
lemott;lambat
lemottt;lambat
lemotttt;lambat
lemottttt;lambat
lemotttttt;lambat
lemottttttt;lambat
lemottttttttttt;lambat
levuh;lebih
lg;lagi
lgi;lagi
lgs;langsung
lgsg;langsung
lgsng;langsung
lgsung;langsung
lh;lah
lhaa;lah
lhoo;loh
liat;lihat
lierr;lieur
litenya;lite
live/live;live atau live
lm;lama
lma;lama
lmbat;lambat
lmot;lambat
lngsng;langsung
lngsung;langsung
lnjut;lanjut
lnya;nya
lo;kamu
loadinggggg;loading
loadingny;loadingnya
loawding;loading
loding;loading
lodingnya;loadingnya
loe;anda
log-in;login
loggin;login
logi;login
logiin;login
login/masuk;login atau masuk
login2;login-login
loginðÿ;login
loging;login
loginny;loginnya
logut;logout
lol;sangat lucu
lola;lambat
lolaa;loading lambat
lomot;lambat
loqin;login
louding;loading
lovin;login
lowding;loading
lpran;laporan
lqh;lah
lsg;langsung
lskukan;lakukan
lsng;langsung
lu;kamu
lua;lupa
luama;lama
luarnegri;luar negeri
luemot;sangat lambat
luemott;sangat lambat
lumayang;lumayan
lunasin;lunaskan
luncurin;luncurkan
lurr;lur
lw;kalau
lwt;lewat
m;mobile
m-bangking;mobile banking
m-banking;mobile banking
m-bankingnya;mobile bankingnya
m-bca;mobile banking bca
m-mobile;mobile banking
m'banking;mobile banking
ma;sama
maanfaat;manfaat
maantttuuullll;mantap betul
maap;maaf
mabile;mobile
macem;macam
macem2;macam-macam
macemana;bagaimana
macetttt;macet
madak;masa
maduk;masuk
maen;main
maenâ;main-main
maennnn;main
mageran;malas
mahh;mah
maintain;maintenance
maintainance;maintenance
maintainant;maintenance
maintanance;maintenance
maintance;maintenance
maintenace;maintenance
maju2;maju-maju
makai;pakai
makankuota;makan kuota
make;memakai
makenya;pakainya
makinan;makin
makinlemot;makin lambat
makjn;makin
maksain;dipaksa
maksude;maksudnya
mala;malah
malamm;malam
malasah;masalah
malem;malam
malemnya;malamnya
males;malas
malh;malah
manapun;mana pun
mandeg;berhenti
mandekðÿ;berhenti
mangapâ;mengapa
mank;memang
mantaaaabbb;mantap
mantaaab;mantap
mantaaaf;mantap
mantaaap;mantap
mantaappp;mantap
mantab;mantap
mantabb;mantap
mantabs;mantap
mantaff;mantap
mantafff;mantap
mantapðÿ;mantap
mantapp;mantap
mantappp;mantap
mantapppp;mantap
mantep;mantap
manteppp;mantap
mantp;mantap
mantul;mantap betul
mantulll;mantap
manualðÿ;manual
mao;mau
markootooop;mantap
markotop;mantap
mas;pak
mas/mbk;bapak atau ibu
masak;masa
masalh;masalah
masang;pasang
masarakat;masyarakat
masi;masih
masihhh;masih
mask;masa
maslah;masalah
massa;masa
masuk"tapi;masuk-masuk tapi
masuk2;masuk-masuk
masukâ;masuk
masukan;masukkan
masukðÿ;masuk
masukin;masukkan
masukk;masuk
masukkin;masukkan
masukna;masukkan
masuksaya;masuk saya
matamata;mata-mata
matiin;matikan
matok;patok
mau2;mau-mau
mauu;mau
max;maksimal
maybe;mungkin
mb/s;mb per detik
mba;ibu
mba/mas;bapak atau ibu
mbaking;mobile banking
mbangkign;mobile banking
mbangkin;mobile banking
mbangking;mobile banking
mbangkingnya;mobile bankingnya
mbanking;mobile banking
mbankingðÿ;mobile banking
mbankingny;mobile bankingnya
mbankingnya;mobile bankingnya
mbeking;mobile banking
mbenkin;mobile banking
mbenking;mobile banking
mbk;ibu
mbking;mobile banking
mbkink;mobile banking
mbngking;mobile banking
mbs;mbps
mcm;macam
mecahin;memecahkan
mecat;pecat
mediasosial;media sosial
megeg;susah
melalu;melalui
melalukan;melakukan
mele;melulu
melowwww;lambat
memabantu;membantu
memadahi;memadai
memasukan;memasukkan
membagongkan;mencengangkan
membangongkan;membingungkan
membantuâ;membantu
membantuðÿ;membantu
membatu;membantu
member;anggota
membiat;membuat
membinggungkan;membingungkan
memeliki;memiliki
memeng;memang
memfoto;memotret
memilh;memilih
memory;memori
memperibet;memperumit
mempermudahhhhhh;mempermudah
memuaskn;memuaskan
memungkin;memungkinkan
menarikbdan;menarik badan
mencet;pencet
menelp;menghubungi
mengapaemang;mengapa memang
mengecekan;mengecekkan
mengecewan;mengecewakan
mengenakkan;mengenakan
menggangu;mengganggu
menggiur;menggiurkan
menggu;menunggu
menggunakqn;menggunakan
menggunkan;menggunakan
menghadeh;mengaduh
menghub;menghubungi
menginstall;menginstal
mengkel;mengkal
mengunakan;menggunakan
mening;mending
meningkatan;meningkatkan
menjadiâ;menjadi
mental2;mental-mental
mentingin;mementingkan
mentok2;mentok-mentok
menu2;menu-menu
menuin;penuhin
menyalahlan;menyalahkan
menyenang;menyenangkan
menyusahkn;menyusahkan
menyusakhan;menyusahkan
mepermudah;mempermudah
mepersulit;mempersulit
merasakanðÿ;merasakan
merchan;merchant
merespon;merespons
meribetkan;menyusahkan
merk;merek
merkeka;mereka
merubah;berubah
merugikann;merugikan
mestu;pasti
mey;mei
mf;maaf
mgg;minggu
mh;mah
mhn;mohon
mhon;mohon
mikir;pikir
mikirin;memikirkan
milih;pilih
min;admin
mindahin;pindahkan
mindtolong;mind tolong
minimarker;minimarket
minjam;pinjam
minjem;pinjam
mintai;minta
mintak;minta
misa;bisa
mkasih;terima kasih
mkin;makin
mknin;makin
mksd;maksud
mksdnya;maksudnya
mksh;terima kasih
mksih;makasih
ml;mobile legends
mlah;malah
mlem;malam
mles;malas
mlh;malah
mlhh;malah
mlhn;malahan
mlm;malam
mlongo;melongo
mls;malas
mlu;melulu
mlulu;melulu
mmbutuhkan;membutuhkan
mmg;memang
mn;mana
mna;mana
mnding;mending
mngajukan;mengajukan
mngeluh;mengeluh
mngerti;mengerti
mnggunakan;menggunakan
mnghambat;menghambat
mnghubungi;menghubungi
mni;mana
mnit;menit
mnt;minta
mnta;minta
mntap;mantap
mnurut;menurut
mo;mau
mobail;mobile
mobike;mobile
mobil;mobile
mobile-nya;mobilenya
mobile-x;mobile x
mobileappsnya;mobile aplikasinya
mobilebanking;mobile banking
mobilebankingnya;mobile bankingnya
mobilex;mobilenya
mohonsih;mohon
mohooon;mohon
mohoooon;mohon
monggo;silakan
moto;memotret
moto2;foto-foto
motongin;potongkan
motretnya;memfotonya
mqu;mau
mreka;mereka
mrk;merek
mrmbunuh;membunuh
msalah;masalah
msh;masih
msih;masih
msk;masuk
mskin;masukkan
mslh;masalah
mst;pasti
msuk;masuk
mu;kamu
muaantaap;mantap
mudah"an;mudah-mudahan
mudah2an;mudah-mudahan
mudahâ;mudah
mudahðÿ;mudah
mudahh;mudah
mudh;mudah
muet;mumet
mukin;mungkin
muku;timbun
mulu;melulu
muluðÿ;melulu
muluhhhh;melulu
muluu;melulu
muluuu;melulu
mumgkin;mugkin
muncul/di;muncul setelah di
muncul2;muncul-muncul
munculâ;muncul
munculkan;memunculkan
muser;putar
muserÃ;putar
mutar;putar
mutar2;berputar-putar
muter;putar
muter-muter;berputar-putar
muter2;berputar-putar
muterâ;putar
muternya;putarnya
muterrrrrrr;putarnya
muu;mau
mw;mau
mya;nya
n;dan
na;nya
nabung;menabung
naek;naik
nagih;tagih
nagihin;tagihkan
nagus;bagus
nahan;tahan
nahh;nah
naikin;naikkan
najiss;najis
najisss;najis
najong;majong
namawarin;nawarin
nambah;tambah
nambah2in;tambah-tambahan
nambahin;tambahkan
nambung;menabung
nampilin;tampilkan
nanggung;tanggung
nangiisss;menangis
nangis;menangis
nank;bank
nanya;tanya
nanyain;tanyakan
napa;apa
napahh;kenapa
narik;menarik
naro;taruh
nasab;nasabah
nasabah2;nasabah-nasabah
nasbah;nasabah
nasukan;masukkan
naujubillah;nauzubillah
nda;tidak
ndak;tidak
ndk;tidak
ndukung;dukung
ne;nih
nebak;tebak
nebeng;numpang
negatif/kritis;negatif atau kritis
negri;negeri
neko;muluk
neko2;neko-neko
nelfon;telepon
nelp;telepon
nelpon;telepon
nelpon2;telepon-telepon
nempelnya;tempelnya
nemu;ketemu
nerima;menerima
nga;tidak
ngabisa;tidak bisa
ngabisin;menghabiskan
ngaco;tidak jelas
ngadain;mengadakan
ngadat;lag
ngadi;benar
ngajak;mengajak
ngajuin;mengajukan
ngajukan;mengajukan
ngak;tidak
ngakses;mengakses
ngalamin;mengalami
ngambil;mengambil
ngandelin;mengandalkan
ngantri;mengantri
ngapa;mengapa
ngapa-ngapain;mengapai-apai
ngapa2in;apa-apain
ngapaâ;apa
ngapain;mengapai
ngaruh;berpengaruh
ngaruuhh;pengaruh
ngasi;kasih
ngasih;mengasih
ngaurr;salah
ngawur;tidak jelas
ngawurr;tidak benar
ngcek;mengecek
nge-blank;berhenti
nge-bug;error
nge-lag;lama
ngebak;error
ngebantu;membantu
ngebenerinya;benerinnya
ngeblang;berhenti
ngeblank;berhenti
ngebleng;berhenti
ngebug;error
ngebugðÿ;error
ngebugg;error
ngebugtolong;error tolong
ngebukanya;membukanya
ngebuuuuug;error
ngeceeain;mengecewakan
ngecek;mengecek
ngeclose;tertutup
ngeditnya;editnya
ngedown;error
ngedownload;download
ngefreeze;freeze
ngefrezz;freeze
ngefrezze;freeze
ngegunain;menggunakan
ngehang;berhenti
ngehubungi;menghubungi
ngejawab;menjawab
ngejebak;menjebak
ngelag;lambat
ngelagnya;lambatnya
ngelakuin;melakukan
ngeleg;lambat
ngelek;lag
ngelola;kelola
ngelselin;mengesalkan
ngeluh;mengeluh
ngeluhnya;mengeluhkan
ngelunjak;melunjak
ngendap;mengendap
ngenntooot;ngentot
ngentod;ngentot
ngerampok;merampok
ngerepotin;merepotkan
ngerestar;restart
ngeri;seram
ngerihh;mengerikan
ngeriii;mengerikan
ngerti;mengerti
ngertiin;mengerti
ngeselin;menyebalkan
ngestag;berhenti
ngetik;ketik
ngg;tidak
ngga;tidak
nggak;tidak
nggk;tidak
nghabis2;habisin
ngikutin;mengikuti
ngirim;mengirim
ngisi;mengisi
ngistal;install
ngjuin;mengajukan
ngk;tidak
nglag;lag
nglakuin;melakukan
ngleg;lag
ngobrol;obrol
ngomel;mengomel
ngomong;bicara
ngontak;menghubungi
ngpain;mengapai
ngrepotin;merepotkan
ngubah;mengubah
ngulang;mengulang
ngupload;mengupload
ngurangin;mengurangi
ngurus;mengurusi
ngutang;berutang
nh;nih
nha;nya
ni;nih
nicee;nice
nich;ini
nie;nih
nihðÿ;nih
nihh;nih
nihhhh;ini
nihhhiiill;nihil
nii;ini
nipu;tipu
njig;anjing
njir;weh
njirrrr;weh
nk;nak
nlfn;telepon
nlp;menelepon
nmabah;tambah
nmbah;tambah
nmr;nomor
nnt;nanti
nnya;tanya
nolak;menolak
nolll;nol
nom;nomor
nomer;nomor
nomernya;nomornya
nominus;tidak minus
non-root;non root
nongol;muncul
nontip;notifikasi
norek;nomor rekening
norekening;nomor rekening
normal2;normal-normal
notif;notifikasi
notifnya;notifikasinya
notipikasinya;notifikasinya
nov;november
ntah;entah
ntar;nanti
ntn;nonton
ntup;tertutup
numpuk;menumpuk
nunggu;menunggu
nungguin;menunggu
nunggunya;menunggunya
nunggunyaa;menunggunya
nutup;tertutup
ny;nya
nyaa;nya
nyah;nya
nyalahan;menyalahkan
nyalahin;menyalahkan
nyalahkan;menyalahkan
nyama;nyaman
nyaman2;nyaman-nyaman
nyamanðÿ;nyaman
nyamanmasa;nyaman masa
nyambung;tersambung
nyamgkut;tersangkut
nyampe;sampai
nyampeâ;sampai
nyangkut;tersangkut
nyari;mencari
nyebelin;menyebalkan
nyedot;menyedot
nyepam;spam
nyepelin;menyepelekan
nyerah;menyerah
nyesal;menyesal
nyesel;menyesal
nyimpan;simpan
nyimpen;menyimpan
nyisa;tersisa
nyoba;mencoba
nyobain;coba
nyobak;coba
nyonyah;ibu
nyuri;curi
nyuruh;menyuruh
nyusahin;menyusahkan
nyusain;menyusahkan
nyusruk;nubruk
nyusuruk;nubruk
oc;oke
oct;oktober
oee;saya
oengirim;pengirim
ogah;tidak mau
ok;oke
okay;oke
oke2;oke
okeh;oke
okey;oke
okt;oktober
okw;oke
omdo;bicara saja
oneng;goblok
onlen;online
onlen/bi;online atau bi
onlie;online
onlin;online
online/bi;online atau bi
onlineâœœï;online
onlinegmail;online gmail
onlinenya;online
opluad;upload
opppooo;apa
option;opsi
ora;tidak
orang"pakai;orang-orang pakai
orang2;orang-orang
orang2an;orang-orangan
org;orang
ori;orisinil
orng;orang
orng2;orang-orang
orngnya;orangnya
os;operation sistem
otp-nya;otpnya
otw;on the way
outodebit;auto debit
oy;ya
pa;apa
paaaaaarrrrrraaaaahhhh;parah
padah;padahal
padaha;padahal
padahall;padahal
padahl;padahal
padal;padahal
padalan;padahal
padalhan;padahal
padhal;padahal
paeah;parah
pahaami;pahami
pak/bu;bapak atau ibu
pak/by;bapak atau ibu
pakai/memilh;pakai atau memilih
pake;pakai
pakek;pakai
paketan;paket internet
paki;pakai
paksi;pakai
palah;malah
palin;paling
panduanya;panduannya
pantes;pantas
pantesan;pantas
paraaaahh;parah
paraaahhh;parah
paraah;parah
parahh;parah
parahhh;parah
parahhhh;parah
parahhhhhh;parah
parahhhhhhhh;parah
parahhj;parah
pas2an;pas-pasan
pasahal;padahal
pasport;paspor
pass;password
passnya;password
passowrd;password
passw;password
passwor;password
password-nya;passwordnya
passwrd;password
pastiin;pastikan
paswd;password
paswor;password
pasword;password
pasword-chapca;password sampai captcha
paswordnya;passwordnya
paswordx;password
paswornya;password
paswort;password
paswot;password
paswoud;password
pasww;password
patikan;pastikan
payaaaahhhhhhh;payah
payaah;payah
payahh;payah
payahhhh;payah
payahhhhhh;payah
payrol;payroll
pb;pajak bunga
pbb;pajak bumi dan bangunan
pd;pada
pdah;padahal
pdahal;padahal
pdahl;padahal
pdh;padahal
pdhal;padahal
pdhl;padahal
pea;goblok
pecuma;percuma
pedahal;padahal
peemata;permata
peerubahan;perubahan
pegawenya;pegawainya
pegel;lelah
pejlanan;perjalanan
pekok;goblok
pelajanan;pelayanan
pelangan;pelanggan
pelangganðÿ;pelanggan
pelayananya;pelayanannya
pelyanan;pelayanan
pemabayar;pembayar
pemata;permata
pematatel;permata
pemb;pembaruan
pembaharuan;pembaruan
pembaruaaaaan;pembaruan
pembatasi;pembatas
pemberitauan;pemberitahuan
pembuata;pembuatan
pembutan;pembuatan
pemrata;permata
pencerahanya;pencerahannya
penfajuan;pengajuan
pengajuanku;pengajuan saya
pengambilannya;pengambilan
pengembangnya;pengembang
pengen;ingin
penggunaanya;penggunaannya
penghalang/masker;penghalang atau masker
pengin;ingin
pengirimannya;pengiriman
pengjauan;pengajuan
pengjuan;pengajuan
pengn;ingin
penguna;pengguna
peninggkatan;peningkatan
peosedur;prosedur
peramata;permata
perbaharu;perbarui
perbaharui;perbarui
perbaik;diperbaiki
perbaikannya;diperbaiki
perbaikannyaðÿ;diperbaiki
perbaikanya;diperbaiki
perbaiki;diperbaiki
perbaikin;diperbaiki
perbaikn;perbaikan
perbaki;diperbaiki
perbank-an;perbankan
perbaruan;pembaruan
perbaruhi;perbarui
perbaruin;perbarui
perbikan;perbaikan
percya;percaya
perduli;peduli
perform;performa
perhari;per hari
perifikasi;verifikasi
peringan;ringankan
peringkas;diringkas
peritah;perintah
perivikasi;verifikasi
permaikan;permainkan
permanet;permata
permasalah;permasalahan
permataa;permata
permataâ;permata
permatabank;permata bank
permataðÿ;permata
permatame;permata me
permatameidr;permata meidr
permatamobailex;permata mobile x
permatamobil;permata mobile
permatamobile;permata mobile
permatamobilex;permata mobile x
permatanet;permata net
permatani;permata
permatapoin;permata poin
permataqr;permata qr
permatasel;permatatel
permatatabungan;permata tabungan
permatatell;permatatel
permatatsel;permatatel
permatax;permata x
permatel;permatatel
permats;permata
permta;permata
permtamobile;permata mobile
perna;pernah
perpindaha;perpindahan
perpnjangan;perpanjangan
perrforma;performa
persetunuan;persetujuan
persi;versi
persyaratab;persyaratan
pertama/awal;pertama atau awal
pertamamobile;permata mobile
pertangaal;per tanggal
pertanggal;per tanggal
pertangung;pertanggung
pertanyan;pertanyaan
pertarif;per tarif
perthankan;pertahankan
pervobaan;percobaan
pesawatin;pesawat
pesulit;persulit
petir/flash;petir atau flash
petmatakta;permatakta
phmi;pahami
photo;foto
php;bohong
picek;seliwer
pie;bagaimana
piham;pihak
pikir2;pikir-pikir
pikusingeun;pikirkan
pin/no;pin atau nomor
pin/password;pin atau password
pinalti;penalti
pindah2;pindah-pindah
pindahin;pindahkan
pingin;ingin
pinjama;pinjaman
pinjem;pinjam
pinjeman;pinjaman
pinjm;pinjam
pinjol;pinjaman online
pinnya;pin
pinya;pin
pisan;sekali
pisiknya;fisiknya
pitur;fitur
piturnya;fiturnya
piye;bagaimana
pk;pakai
pkai;pakai
pke;pakai
pkek;pakai
plakiakasi;aplikasi
playanan;pelayanan
playanannya;pelayanannya
playstor;playstore
plikasinya;aplikasinya
pling;paling
plis;tolong
plisdehh;tolong deh
pliss;tolong
plisss;tolong
pln;perusahaan listrik negara
pls;tolong
plyanan;pelayanan
pmbpermata;pmb permata
pmbyran;pembayaran
pmobx;permata mobile x
pmsangn;pemasangan
pmx;permata mobile x
pn;pun
pnantes;pantas
pncet;pencet
pngajuan;pengajuan
pnjam;pinjam
pnting;penting
pntk;pantek
pny;punya
pnya;punya
pnyimpnan;penyimpanan
pnyku;punya saya
